GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,GADE,SWL1,SWL2,SWL3,SWL4,SWL5,Game,Platform,Hours,whyplay,League,streams,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Narcissism,Gender,Age,Work,Residence,Playstyle,GAD_T,SWL_T,SPIN_T
0,0,0,0,0,1,0,Not difficult at all,5,6,5,6,5,League of Legends,PC,14.0,having_fun,undefined,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Male,27,Employed,USA,multiplayer - online - with online acquaintances or teammates,1,27,7.0
0,0,0,0,0,1,0,Not difficult at all,2,2,4,2,1,League of Legends,PC,20.0,winning,undefined,1.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,Male,18,Student at school,USA,multiplayer - online - with strangers,1,11,14.0
0,0,2,1,2,0,0,Not difficult at all,1,4,2,5,3,League of Legends,PC,18.0,improving,undefined,20.0,1.0,0.0,4.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,Male,18,Student at school,Bosnia and Herzegovina,multiplayer - online - with strangers,5,15,29.0
0,0,0,0,1,1,0,Not difficult at all,5,5,6,5,5,League of Legends,PC,20.0,having_fun,undefined,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,Male,24,Employed,USA,multiplayer - online - with strangers,2,26,27.0
0,0,1,1,0,2,1,Somewhat difficult,1,1,2,2,2,Other,PC,16.0,winning,undefined,10.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,3.0,3.0,1.0,2.0,2.0,Male,22,Student at college / university,Chile,singleplayer,5,8,31.0
0,0,0,0,0,1,0,Not difficult at all,2,6,5,2,6,League of Legends,PC,8.0,improving,undefined,10.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,4.0,2.0,0.0,1.0,3.0,0.0,1.0,3.0,Male,18,Student at school,UK,multiplayer - online - with strangers,1,21,25.0
1,1,1,0,0,1,0,Somewhat difficult,5,6,6,6,5,League of Legends,PC,18.0,improving,undefined,15.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,3.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,Male,19,Student at college / university,UK,multiplayer - online - with strangers,4,28,24.0
1,1,1,1,1,1,1,Somewhat difficult,3,5,3,5,2,League of Legends,PC,25.0,improving,undefined,30.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,21,Student at college / university,UK,multiplayer - online - with strangers,7,18,7.0
2,1,2,1,1,1,2,Somewhat difficult,2,4,2,2,2,League of Legends,PC,40.0,improving,undefined,10.0,2.0,3.0,2.0,3.0,1.0,4.0,1.0,0.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,Male,20,Student at college / university,Canada,multiplayer - online - with real life friends,10,12,31.0
1,0,0,0,0,2,1,Somewhat difficult,2,5,3,2,3,League of Legends,PC,24.0,having_fun,undefined,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,Male,25,Employed,UK,multiplayer - online - with real life friends,4,15,16.0
1,1,3,2,0,3,0,Extremely difficult,5,6,5,3,1,Counter Strike,PC,14.0,improving,undefined,8.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,18,Student at college / university,UK,multiplayer - online - with online acquaintances or teammates,10,20,8.0
0,0,0,0,0,0,0,Not difficult at all,4,5,3,6,3,Starcraft 2,PC,18.0,winning,undefined,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,Male,18,Student at college / university,Georgia,multiplayer - online - with strangers,0,21,3.0
1,2,3,1,0,0,0,Not difficult at all,2,7,7,1,3,League of Legends,PC,12.0,winning,undefined,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,Male,25,Student at college / university,Denmark,multiplayer - online - with real life friends,7,20,12.0
3,2,2,1,0,2,1,Very difficult,2,4,2,3,2,League of Legends,PC,40.0,improving,undefined,5.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,Male,24,Student at college / university,Pakistan,multiplayer - online - with strangers,11,13,21.0
1,0,1,1,0,2,0,Somewhat difficult,1,3,2,2,1,League of Legends,PC,25.0,improving,undefined,20.0,0.0,4.0,2.0,3.0,0.0,3.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,3.0,4.0,0.0,3.0,3.0,Other,18,Student at school,USA,multiplayer - online - with online acquaintances or teammates,5,9,32.0
0,1,2,0,0,1,0,Somewhat difficult,5,5,6,6,4,League of Legends,PC,5.0,having_fun,undefined,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,Female,24,Unemployed / between jobs,USA,multiplayer - online - with online acquaintances or teammates,4,26,63.0
2,2,1,1,1,2,3,Very difficult,6,7,6,2,2,League of Legends,PC,18.0,having_fun,undefined,2.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,0.0,3.0,4.0,0.0,0.0,2.0,Male,18,Student at school,USA,multiplayer - online - with online acquaintances or teammates,12,23,40.0
0,0,0,0,0,1,0,Somewhat difficult,4,5,5,5,5,League of Legends,PC,18.0,improving,undefined,3.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,Male,19,Student at school,Italy,multiplayer - online - with strangers,1,24,32.0
1,0,0,0,0,3,0,Somewhat difficult,5,6,6,4,6,Diablo 3,PC,25.0,having_fun,undefined,25.0,2.0,3.0,3.0,4.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,Male,18,Student at school,Canada,multiplayer - online - with real life friends,4,27,45.0
0,0,0,0,0,0,0,Not difficult at all,7,7,3,3,5,League of Legends,PC,15.0,winning,undefined,10.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,Male,26,Employed,Canada,multiplayer - online - with real life friends,0,25,10.0
1,0,2,1,0,1,1,Somewhat difficult,3,2,2,1,1,League of Legends,PC,20.0,improving,undefined,5.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,Male,23,Student at college / university,France,multiplayer - online - with strangers,6,9,36.0
3,2,2,1,1,1,3,Very difficult,2,2,3,2,1,Other,"Console (PS, Xbox, ...)",50.0,having_fun,undefined,50.0,1.0,1.0,3.0,1.0,4.0,4.0,2.0,3.0,3.0,1.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,Male,25,Unemployed / between jobs,USA,multiplayer - online - with strangers,13,10,39.0
0,0,1,0,0,1,0,Not difficult at all,6,6,6,7,6,League of Legends,PC,25.0,having_fun,gold,5.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,Male,20,Student at college / university,Canada,multiplayer - online - with strangers,2,31,14.0
1,1,0,1,3,1,0,Not difficult at all,5,6,6,2,2,League of Legends,PC,35.0,improving,undefined,9.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,Male,18,Student at college / university,UK,multiplayer - online - with online acquaintances or teammates,7,21,22.0
1,0,1,1,0,0,0,Somewhat difficult,3,6,7,6,4,League of Legends,PC,8.0,having_fun,unranked,2.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,Male,18,Student at college / university,USA,multiplayer - online - with real life friends,3,26,18.0
1,1,2,0,0,1,0,Somewhat difficult,5,2,2,2,1,League of Legends,PC,20.0,having_fun,unranked,10.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Male,19,Unemployed / between jobs,Canada,multiplayer - online - with real life friends,5,12,35.0
1,0,1,1,0,1,0,Somewhat difficult,2,1,3,2,3,Heroes of the Storm,PC,14.0,having_fun,undefined,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,20,Student at college / university,Greece,multiplayer - online - with real life friends,4,11,3.0
2,2,3,1,0,0,0,Somewhat difficult,2,2,2,2,4,League of Legends,PC,8.0,improving,undefined,14.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,Male,18,Student at school,Italy,multiplayer - online - with online acquaintances or teammates,8,12,31.0
1,0,1,0,0,1,2,Not difficult at all,3,2,4,3,4,League of Legends,PC,20.0,improving,undefined,10.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,Male,18,Student at school,Italy,multiplayer - online - with strangers,5,16,15.0
1,0,0,0,1,0,0,Somewhat difficult,5,4,5,3,2,League of Legends,PC,12.0,improving,undefined,10.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,Male,21,Student at college / university,Spain,multiplayer - online - with real life friends,2,19,7.0
1,0,3,0,0,0,1,Not difficult at all,6,5,6,6,6,League of Legends,PC,30.0,having_fun,undefined,20.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,Male,18,Student at school,USA,multiplayer - online - with real life friends,5,29,11.0
1,1,1,1,0,1,0,Not difficult at all,5,5,5,3,5,Counter Strike,PC,10.0,having_fun,undefined,10.0,1.0,1.0,3.0,2.0,2.0,3.0,0.0,4.0,3.0,1.0,3.0,2.0,0.0,2.0,4.0,2.0,1.0,5.0,Male,21,Employed,UK,multiplayer - online - with real life friends,5,23,34.0
0,0,1,1,1,1,0,Somewhat difficult,5,5,6,6,6,League of Legends,"Console (PS, Xbox, ...)",15.0,having_fun,undefined,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Female,21,Student at college / university,Croatia,multiplayer - online - with real life friends,4,28,3.0
0,0,0,0,0,0,0,Not difficult at all,3,5,6,3,6,League of Legends,PC,30.0,having_fun,undefined,5.0,1.0,0.0,0.0,3.0,4.0,4.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,Male,18,Student at school,USA,multiplayer - online - with real life friends,0,23,28.0
0,0,2,0,0,2,0,Somewhat difficult,5,4,3,4,5,League of Legends,PC,10.0,improving,undefined,6.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,Male,19,Student at college / university,USA,multiplayer - online - with strangers,4,21,14.0
1,1,2,0,0,1,0,Not difficult at all,6,6,7,5,2,Counter Strike,PC,50.0,having_fun,undefined,5.0,2.0,3.0,1.0,1.0,3.0,1.0,0.0,3.0,3.0,1.0,4.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,Male,18,Student at school,USA,multiplayer - online - with online acquaintances or teammates,5,26,29.0
1,1,3,2,1,1,1,Somewhat difficult,5,4,4,5,5,League of Legends,PC,10.0,having_fun,undefined,10.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,Male,20,Student at college / university,Germany,multiplayer - online - with real life friends,10,23,18.0
0,2,1,1,0,0,2,Somewhat difficult,6,6,5,4,6,League of Legends,PC,30.0,improving,undefined,30.0,2.0,1.0,1.0,3.0,3.0,4.0,0.0,3.0,4.0,2.0,4.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,Male,21,Student at college / university,Canada,multiplayer - online - with real life friends,6,27,14.0
1,1,1,1,1,1,1,Somewhat difficult,3,4,3,1,2,Other,PC,30.0,improving,platinum,10.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,4.0,2.0,3.0,1.0,3.0,4.0,2.0,0.0,4.0,1.0,Male,19,Student at college / university,Bulgaria,multiplayer - online - with real life friends,7,13,14.0
2,1,2,0,0,3,0,Very difficult,1,1,2,2,2,League of Legends,PC,15.0,improving,undefined,30.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,Male,19,Student at college / university,USA,multiplayer - online - with online acquaintances or teammates,8,8,20.0
1,0,1,0,0,1,0,Not difficult at all,4,5,5,6,2,League of Legends,PC,26.0,improving,undefined,10.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,Male,18,Student at college / university,USA,multiplayer - online - with online acquaintances or teammates,3,22,8.0
1,1,0,0,0,0,0,Not difficult at all,7,7,7,6,6,League of Legends,PC,10.0,winning,undefined,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Male,19,Student at college / university,Canada,multiplayer - online - with online acquaintances or teammates,2,33,7.0
0,2,1,1,0,0,2,Somewhat difficult,6,6,5,4,6,League of Legends,PC,30.0,improving,undefined,30.0,2.0,1.0,1.0,3.0,3.0,4.0,0.0,3.0,4.0,2.0,4.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,Male,21,Student at college / university,Canada,multiplayer - online - with real life friends,6,27,14.0
1,1,0,0,0,0,1,Somewhat difficult,5,6,5,5,3,League of Legends,PC,10.0,having_fun,undefined,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Male,20,Student at college / university,USA,multiplayer - online - with real life friends,3,24,6.0
3,2,2,1,1,1,2,Not difficult at all,6,6,5,6,6,League of Legends,PC,14.0,improving,undefined,7.0,1.0,4.0,3.0,3.0,1.0,4.0,4.0,2.0,2.0,3.0,4.0,0.0,3.0,3.0,3.0,1.0,4.0,1.0,Male,20,Student at college / university,Brazil,multiplayer - online - with strangers,12,29,45.0
0,0,1,0,1,0,0,Not difficult at all,6,7,6,6,6,Counter Strike,PC,5.0,having_fun,undefined,10.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,19,Unemployed / between jobs,Finland,multiplayer - online - with real life friends,2,31,5.0
1,1,1,0,0,1,0,Somewhat difficult,5,4,5,5,2,League of Legends,PC,14.0,improving,undefined,10.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,Female,23,Student at college / university,Norway,multiplayer - online - with online acquaintances or teammates,4,21,11.0
0,0,0,0,0,1,0,Not difficult at all,3,4,5,4,3,League of Legends,PC,30.0,improving,undefined,10.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Male,18,Student at college / university,UK,multiplayer - online - with online acquaintances or teammates,1,19,11.0
0,0,1,0,0,0,0,Not difficult at all,3,5,3,3,2,World of Warcraft,PC,35.0,relaxing,undefined,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,Male,27,Employed,USA,multiplayer - online - with real life friends,1,16,7.0
1,0,1,1,0,0,1,Somewhat difficult,6,7,7,7,6,League of Legends,PC,12.0,having_fun,undefined,10.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Male,23,Employed,USA,multiplayer - online - with online acquaintances or teammates,4,33,9.0
1,0,0,0,0,1,0,Not difficult at all,2,5,3,6,6,League of Legends,PC,25.0,having_fun,undefined,0.0,2.0,3.0,4.0,4.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,1.0,0.0,4.0,1.0,2.0,3.0,4.0,Male,18,Student at school,USA,multiplayer - online - with real life friends,2,22,42.0
0,0,0,0,0,1,0,Not difficult at all,3,3,3,2,2,League of Legends,PC,20.0,improving,platinum,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,Male,23,Student at school,France,multiplayer - online - with strangers,1,13,7.0
1,1,1,1,0,2,0,Not difficult at all,5,4,4,6,1,League of Legends,PC,4.0,improving,undefined,55.0,1.0,2.0,1.0,4.0,0.0,3.0,1.0,3.0,2.0,2.0,0.0,3.0,2.0,2.0,4.0,1.0,0.0,1.0,Male,18,Unemployed / between jobs,Brazil,multiplayer - online - with strangers,6,20,31.0
0,0,0,0,0,0,0,Not difficult at all,6,7,7,7,4,League of Legends,PC,2.0,relaxing,undefined,17.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,19,Employed,USA,multiplayer - online - with real life friends,0,31,14.0
1,0,0,3,0,1,2,Not difficult at all,4,4,3,2,1,League of Legends,PC,70.0,improving,diamond,10.0,2.0,2.0,4.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,2.0,Male,19,Student at college / university,UK,multiplayer - online - with strangers,7,14,33.0
0,0,0,0,1,2,0,Not difficult at all,3,3,4,3,3,League of Legends,"Console (PS, Xbox, ...)",25.0,winning,undefined,5.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,Male,20,Student at college / university,USA,multiplayer - online - with real life friends,3,16,19.0
1,0,0,0,0,1,0,Somewhat difficult,2,7,5,2,1,Other,"Console (PS, Xbox, ...)",15.0,having_fun,undefined,15.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,Male,20,Student at college / university,USA,multiplayer - offline (people in the same room),2,17,8.0
0,0,0,1,0,0,2,Somewhat difficult,6,7,5,2,4,League of Legends,PC,20.0,improving,undefined,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,Male,19,Employed,USA,multiplayer - online - with strangers,3,24,3.0
0,0,0,0,2,0,0,Not difficult at all,7,5,7,5,3,League of Legends,PC,24.0,improving,undefined,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Male,18,Student at college / university,Spain,multiplayer - online - with real life friends,2,27,7.0
0,0,1,0,2,1,0,Not difficult at all,5,6,6,5,3,League of Legends,PC,20.0,having_fun,undefined,0.0,1.0,0.0,4.0,3.0,3.0,4.0,0.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,Female,20,Student at college / university,Sweden,multiplayer - online - with online acquaintances or teammates,4,25,25.0
1,1,0,0,2,0,0,Somewhat difficult,1,2,2,2,3,League of Legends,PC,23.0,having_fun,undefined,5.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,Male,19,Student at college / university,USA,multiplayer - online - with online acquaintances or teammates,4,10,20.0
1,1,1,1,1,1,1,Not difficult at all,4,6,5,3,1,World of Warcraft,PC,60.0,having_fun,undefined,32.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,0.0,3.0,3.0,0.0,0.0,2.0,Male,20,Student at college / university,UK,multiplayer - online - with real life friends,7,19,24.0
1,1,1,0,3,2,0,Somewhat difficult,2,3,3,2,2,League of Legends,PC,20.0,winning,platinum,20.0,0.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,0.0,4.0,1.0,Male,19,Student at school,Slovenia,multiplayer - online - with strangers,8,12,35.0
1,1,1,1,1,1,1,Extremely difficult,4,4,4,4,4,League of Legends,PC,68.0,winning,undefined,70.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,Male,22,Employed,USA,multiplayer - online - with online acquaintances or teammates,7,20,34.0
2,1,1,0,2,2,2,Somewhat difficult,3,3,4,4,3,League of Legends,PC,6.0,having_fun,undefined,7.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,Male,18,Student at school,USA,multiplayer - online - with strangers,10,17,47.0
2,1,1,1,0,0,3,Very difficult,2,3,2,4,3,League of Legends,PC,14.0,improving,diamond,14.0,3.0,3.0,4.0,3.0,1.0,3.0,0.0,2.0,3.0,1.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,Male,21,Student at college / university,USA,multiplayer - online - with real life friends,8,14,45.0
0,0,0,0,0,0,0,Not difficult at all,6,6,7,6,7,League of Legends,PC,20.0,improving,undefined,3.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Male,26,Student at college / university,France,multiplayer - online - with real life friends,0,32,7.0
1,1,1,1,0,3,1,Somewhat difficult,1,4,1,1,1,Other,PC,25.0,relaxing,undefined,40.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,Male,19,Student at college / university,UK,singleplayer,8,8,39.0
1,0,2,1,1,1,0,Not difficult at all,4,7,4,1,4,League of Legends,PC,40.0,winning,unranked,20.0,0.0,4.0,2.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Male,18,Student at school,Sweden,multiplayer - online - with real life friends,6,20,16.0
0,0,0,0,1,1,0,Not difficult at all,3,6,5,3,2,League of Legends,PC,12.0,having_fun,undefined,18.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,Male,38,Employed,Germany,multiplayer - online - with strangers,2,19,17.0
0,0,0,0,0,0,0,Not difficult at all,4,5,6,2,4,League of Legends,PC,20.0,improving,undefined,5.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,Male,20,Student at college / university,Denmark,other,0,21,20.0
0,1,1,1,3,1,1,Somewhat difficult,5,5,4,4,4,League of Legends,PC,28.0,improving,undefined,4.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,Male,18,Student at school,China,multiplayer - online - with real life friends,8,22,29.0
1,1,1,0,0,2,0,Somewhat difficult,2,4,3,3,2,Other,PC,40.0,winning,undefined,5.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,Male,26,Employed,USA,multiplayer - online - with real life friends,5,14,24.0
1,0,0,0,0,2,0,Somewhat difficult,6,6,6,6,6,League of Legends,PC,6.0,improving,undefined,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,23,Employed,USA,multiplayer - online - with strangers,3,30,4.0
3,3,3,3,3,3,3,Extremely difficult,2,2,2,2,1,League of Legends,PC,20.0,improving,undefined,14.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Male,23,Student at college / university,USA,multiplayer - online - with online acquaintances or teammates,21,9,11.0
2,3,2,0,1,2,0,Somewhat difficult,2,2,2,1,2,League of Legends,PC,35.0,improving,undefined,14.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,Male,20,Student at college / university,Russia,multiplayer - online - with real life friends,10,9,7.0
0,0,0,0,0,0,0,Not difficult at all,6,6,6,5,6,League of Legends,PC,35.0,improving,undefined,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,28,Unemployed / between jobs,Finland,singleplayer,0,29,3.0
0,0,0,0,0,0,0,Not difficult at all,2,4,5,2,2,League of Legends,PC,8.0,relaxing,undefined,6.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,Male,23,Employed,Netherlands,multiplayer - online - with real life friends,0,15,27.0
1,0,0,0,0,0,1,Not difficult at all,6,6,6,5,4,League of Legends,PC,6.0,having_fun,undefined,30.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,Male,19,Student at college / university,USA,multiplayer - online - with online acquaintances or teammates,2,27,8.0
1,0,2,1,0,2,1,Somewhat difficult,2,4,3,2,6,Hearthstone,PC,20.0,improving,undefined,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Male,24,Unemployed / between jobs,USA,multiplayer - online - with real life friends,7,17,3.0
0,0,0,0,1,0,0,Not difficult at all,2,6,6,3,4,Other,PC,40.0,all_of_the_above,undefined,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Male,24,Unemployed / between jobs,Slovenia,multiplayer - online - with strangers,1,21,7.0
0,0,0,2,0,3,2,Somewhat difficult,2,5,5,5,1,League of Legends,PC,10.0,improving,undefined,10.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,Male,19,Student at college / university,Latvia,multiplayer - online - with real life friends,7,18,19.0
